START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
,,,3,12.52,12.52,2,12.45,12.45,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.39,21.53,2,9.37,21.89,3,9.44,21.89,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.15,30.69,3,9.15,31.05,2,9.15,31.04,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.15,39.85,2,9.05,40.10,3,9.05,40.10,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.09,48.94,3,9.35,49.45,2,9.25,49.35,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.34,58.28,3,9.10,58.56,2,9.20,58.55,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.15,1:07.44,3,9.20,1:07.76,2,9.19,1:07.75,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.46,1:16.90,3,9.32,1:17.08,2,9.25,1:17.01,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.41,1:26.32,3,9.40,1:26.49,2,9.44,1:26.45,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.19,1:35.52,1,9.00,1:35.50,3,9.28,1:35.73,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
0,,,1,9.82,1:45.33,2,9.63,1:45.37,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,0.00,1:54.56,2,9.39,1:54.72,3,9.46,1:54.83,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.66,2:04.22,2,9.58,2:04.31,3,9.64,2:04.47,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.49,2:13.72,2,9.61,2:13.92,3,14.99,2:19.47,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.48,2:23.21,2,9.47,2:23.40,3,9.98,2:29.45,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.45,2:32.66,1,9.23,2:32.63,3,9.98,2:39.43,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.33,2:41.99,2,9.49,2:42.12,3,10.29,2:49.73,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.40,2:51.39,2,9.37,2:51.50,3,10.28,3:00.02,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.54,3:00.94,1,9.33,3:00.83,3,9.67,3:09.69,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
1,9.40,3:10.34,2,9.55,3:10.39,3,10.24,3:19.94,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.13,3:19.47,1,9.00,3:19.39,3,9.42,3:29.36,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.24,3:28.72,1,9.15,3:28.55,3,9.57,3:38.94,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,10.02,3:38.74,1,10.02,3:38.58,3,10.03,3:48.98,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.78,3:48.53,1,9.55,3:48.13,3,10.36,3:59.34,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.65,3:58.18,1,9.60,3:57.73,3,10.43,4:09.78,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.71,4:07.90,1,9.37,4:07.11,3,9.95,4:19.74,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
2,9.68,4:17.574,1,9.54,4:16.642,3,10.83,4:30.566,2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",3000mRelay,w,FinalB,1
