ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,7.11,7.11,2,7.23,7.23,3,7.38,7.38,4,7.51,7.51
1,9.52,16.63,2,9.49,16.72,3,9.43,16.81,4,9.50,17.01
1,9.09,25.72,2,9.09,25.81,3,9.10,25.91,4,9.23,26.24
1,9.09,34.81,2,9.09,34.90,3,9.08,34.99,4,9.47,35.71
1,9.31,44.116,2,9.24,44.135,3,9.26,44.250,4,9.96,45.669
