AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME
1,6.88,6.88,3,7.17,7.17,4,7.27,7.27,2,6.97,6.97
1,8.84,15.72,3,8.97,16.14,4,9.08,16.35,2,8.91,15.88
1,8.30,24.02,3,8.36,24.50,4,8.29,24.64,2,8.38,24.26
1,8.55,32.57,3,8.48,32.98,4,8.63,33.27,2,8.65,32.91
1,8.68,41.25,2,8.79,41.773,4,8.76,42.034,3,8.95,41.863
