Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,YEO Jun-Hyung POSITION,YEO Jun-Hyung LAP TIME,YEO Jun-Hyung ELAPSED TIME
3,7.058,7.058,2,6.917,6.917,1,6.759,6.759,4,7.104,7.104
4,9.627,16.685,1,8.826,15.743,2,9.049,15.807,3,9.275,16.379
4,9.102,25.786,2,8.942,24.685,1,8.839,24.646,3,8.580,24.958
4,9.307,35.093,1,8.742,33.426,2,8.876,33.521,3,8.843,33.801
4,9.62,44.705,1,9.31,42.733,2,9.36,42.880,3,9.16,42.954
