ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,Murat TAHTACI POSITION,Murat TAHTACI LAP TIME,Murat TAHTACI ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
5,12.84,12.84,3,12.55,12.55,1,12.33,12.33,4,12.64,12.64,2,12.40,12.40
5,9.05,21.89,3,8.90,21.45,1,8.89,21.22,4,8.95,21.59,2,8.90,21.30
5,9.08,30.97,3,8.76,30.21,1,8.81,30.03,4,8.70,30.29,2,8.79,30.09
5,9.31,40.28,4,8.89,39.10,1,8.74,38.77,3,8.69,38.98,2,8.69,38.78
5,9.82,50.10,4,8.79,47.89,2,8.84,47.61,3,8.75,47.73,1,8.72,47.50
5,10.23,1:00.33,4,9.02,56.91,2,8.86,56.47,3,8.90,56.63,1,8.86,56.36
5,10.98,1:11.31,4,9.51,1:06.42,2,8.98,1:05.45,3,9.04,1:05.67,1,8.98,1:05.34
5,11.86,1:23.17,4,10.18,1:16.60,2,9.27,1:14.72,3,9.39,1:15.06,1,9.19,1:14.53
5,12.21,1:35.384,4,10.59,1:27.196,2,9.44,1:24.168,3,9.69,1:24.753,1,9.34,1:23.873
