Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Ivita KRUMINA POSITION,Ivita KRUMINA LAP TIME,Ivita KRUMINA ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Elena PRIBYSH POSITION,Elena PRIBYSH LAP TIME,Elena PRIBYSH ELAPSED TIME
1,17.600,17.600,4,19.315,19.315,2,17.702,17.702,3,18.279,18.279
1,9.648,27.248,4,10.698,30.013,2,9.594,27.295,3,10.185,28.463
1,9.594,36.841,4,10.885,40.897,2,9.607,36.902,3,10.317,38.780
1,9.855,46.696,4,11.750,52.647,2,9.883,46.785,3,10.400,49.180
1,0.01,46.701,4,0.03,52.672,2,0.10,46.876,3,,49.164
