Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME
1,15.198,15.198,4,16.941,16.941,3,15.502,15.502,2,15.340,15.340
1,11.115,26.312,2,9.620,26.561,4,11.248,26.750,3,11.302,26.642
1,10.594,36.906,2,10.365,36.926,4,10.395,37.144,3,10.483,37.124
1,9.980,46.885,3,10.211,47.136,4,10.069,47.213,2,10.010,47.133
3,16.960,1:03.845,2,9.953,57.089,1,9.829,57.042,4,31.237,1:18.369
3,10.867,1:14.711,2,11.282,1:08.370,1,11.204,1:08.245,4,18.932,1:37.301
3,10.421,1:25.132,1,11.192,1:19.562,2,11.452,1:19.697,4,15.630,1:52.931
3,10.844,1:35.975,2,11.740,1:31.302,1,11.240,1:30.936,4,12.160,2:05.091
3,10.36,1:46.333,2,11.02,1:42.315,1,11.25,1:42.179,0,,DQ
