Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
2,13.78,13.78,4,14.02,14.02,1,13.65,13.65,3,13.88,13.88
2,10.22,24.00,4,10.27,24.29,1,10.24,23.89,3,10.28,24.16
2,9.84,33.84,4,9.80,34.09,1,9.87,33.76,3,9.79,33.95
2,9.81,43.65,4,9.77,43.86,1,9.81,43.57,3,9.78,43.73
1,9.61,53.26,4,9.85,53.71,2,9.80,53.37,3,9.78,53.51
1,9.16,1:02.42,4,9.25,1:02.96,3,9.53,1:02.90,2,9.13,1:02.64
1,9.33,1:11.75,4,9.59,1:12.55,3,9.60,1:12.50,2,9.22,1:11.86
1,9.36,1:21.11,3,9.61,1:22.16,4,9.99,1:22.49,2,9.36,1:21.22
1,9.31,1:30.412,3,10.08,1:32.238,4,10.65,1:33.137,2,9.33,1:30.546
