Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME
2,7.00,7.00,3,7.28,7.28,1,6.85,6.85
2,8.86,15.86,3,9.09,16.37,1,8.87,15.72
2,8.43,24.29,3,8.87,25.24,1,8.45,24.17
2,8.57,32.86,3,9.06,34.30,1,8.54,32.71
2,8.71,41.57,3,9.16,43.46,1,8.76,41.47
