Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME
4,13.21,13.21,1,12.93,12.93,3,13.03,13.03,2,12.97,12.97
4,9.94,23.15,2,10.02,22.95,3,10.00,23.03,1,9.89,22.86
4,10.26,33.41,2,10.27,33.22,3,10.25,33.28,1,10.26,33.12
4,9.87,43.28,3,9.84,43.06,2,9.76,43.04,1,9.86,42.98
4,9.49,52.77,3,9.57,52.63,1,9.40,52.44,2,9.55,52.53
4,9.54,1:02.31,3,9.56,1:02.19,2,9.63,1:02.07,1,9.46,1:01.99
4,9.52,1:11.83,3,9.51,1:11.70,2,9.48,1:11.55,1,9.45,1:11.44
4,9.21,1:21.04,3,9.13,1:20.83,2,9.16,1:20.71,1,9.16,1:20.60
4,9.54,1:30.575,3,9.30,1:30.127,2,9.41,1:30.117,1,9.44,1:30.032
