Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,13.02,13.02,2,13.11,13.11,3,13.23,13.23,4,13.40,13.40
1,9.60,22.62,2,9.60,22.71,3,9.53,22.76,4,9.56,22.96
1,9.36,31.98,2,9.37,32.08,3,9.48,32.24,4,9.41,32.37
2,9.37,41.35,1,9.20,41.28,4,9.51,41.75,3,9.28,41.65
2,9.01,50.36,1,9.00,50.28,4,9.81,51.56,3,8.99,50.64
2,8.99,59.35,1,8.97,59.25,4,10.13,1:01.69,3,8.93,59.57
2,9.01,1:08.36,1,9.00,1:08.25,4,10.49,1:12.18,3,9.06,1:08.63
2,9.13,1:17.49,1,9.11,1:17.36,4,10.96,1:23.14,3,9.38,1:18.01
2,9.65,1:27.139,1,9.27,1:26.622,4,11.45,1:34.584,3,10.37,1:28.374
