WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME
1,6.68,6.68,3,7.20,7.20,4,7.32,7.32,5,7.52,7.52,2,6.96,6.96
1,8.67,15.35,3,8.91,16.11,4,9.03,16.35,5,9.00,16.52,2,8.97,15.93
1,8.43,23.78,3,8.23,24.34,4,8.23,24.58,5,8.42,24.94,2,8.30,24.23
1,8.47,32.25,3,8.28,32.62,4,8.36,32.94,5,8.74,33.68,2,8.32,32.55
1,8.62,40.869,0,,PEN,2,8.51,41.442,4,9.21,42.884,3,9.11,41.657
