KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Tereza PFEIFEROVA POSITION,Tereza PFEIFEROVA LAP TIME,Tereza PFEIFEROVA ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME
2,7.57,7.57,1,7.35,7.35,3,7.70,7.70,4,8.01,8.01
2,9.36,16.93,1,9.40,16.75,3,9.47,17.17,4,9.76,17.77
2,8.82,25.75,1,8.88,25.63,3,9.03,26.20,4,9.23,27.00
2,9.06,34.81,1,9.06,34.69,3,9.18,35.38,4,9.35,36.35
2,9.28,44.09,1,9.32,44.01,3,9.42,44.80,4,9.67,46.022
