Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME
1,6.81,6.81,2,6.92,,3,7.24,7.24,4,7.34,
1,8.96,15.77,2,9.13,,3,9.09,16.33,3,8.99,
1,8.58,24.35,2,8.75,,4,8.78,25.11,3,8.62,
1,8.68,33.03,2,8.68,,4,8.80,33.91,3,8.61,
1,8.87,41.90,2,9.36,,3,9.15,43.06,4,25.60,59.16
