SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME
1,7.38,7.38,2,7.54,7.54,4,11.90,11.90,3,10.73,
1,9.48,16.86,2,9.45,16.99,4,13.54,25.44,3,13.13,
1,8.96,25.82,2,8.98,25.97,4,10.87,36.31,3,10.54,
1,9.21,35.03,2,9.13,35.10,4,10.82,47.13,3,10.42,
1,9.47,44.50,2,9.44,44.521,3,11.53,58.632,3,10.11,
