Maria ORLOVA POSITION,Maria ORLOVA LAP TIME,Maria ORLOVA ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Ilze URTANE POSITION,Ilze URTANE LAP TIME,Ilze URTANE ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
3,13.84,13.84,2,13.75,13.75,4,14.07,14.07,1,13.64,13.64
3,10.57,24.41,2,10.54,24.29,4,10.53,24.60,1,10.55,24.19
3,10.25,34.66,2,10.23,34.52,4,10.43,35.03,1,10.28,34.47
3,10.15,44.81,2,10.20,44.72,4,10.54,45.57,1,10.18,44.65
3,10.27,55.08,2,10.20,54.92,4,10.52,56.09,1,10.21,54.86
3,10.05,1:05.13,2,10.17,1:05.09,4,10.71,1:06.80,1,10.13,1:04.99
3,9.97,1:15.10,2,9.91,1:15.00,4,10.99,1:17.79,1,9.90,1:14.89
3,9.76,1:24.86,2,9.75,1:24.75,4,11.17,1:28.96,1,9.80,1:24.69
3,10.05,1:34.904,2,10.03,1:34.773,4,11.57,1:40.527,1,10.01,1:34.698
