KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
3,7.27,7.27,2,7.15,7.15,4,7.51,7.51,1,6.86,6.86
2,9.08,16.35,3,9.44,16.59,4,9.20,16.71,1,9.10,15.96
2,8.65,25.00,3,8.96,25.55,4,8.95,25.66,1,8.89,24.85
1,8.67,33.67,3,9.44,34.99,4,9.57,35.23,2,9.11,33.96
1,9.00,42.668,3,9.58,44.567,4,12.03,47.252,2,9.22,43.180
