Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Yoshiharu ARINO POSITION,Yoshiharu ARINO LAP TIME,Yoshiharu ARINO ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
2,14.656,14.656,3,14.819,14.819,1,14.634,14.634,4,15.048,15.048
1,10.766,25.422,3,10.662,25.480,2,10.839,25.472,4,10.849,25.897
2,10.118,35.540,3,10.202,35.681,1,9.959,35.431,4,9.802,35.698
2,10.338,45.878,3,10.199,45.880,1,10.120,45.550,4,10.260,45.958
2,10.224,56.101,3,10.296,56.175,1,10.249,55.799,4,10.419,56.376
2,9.443,1:05.543,3,9.394,1:05.569,1,9.320,1:05.118,4,9.433,1:05.808
3,9.350,1:14.892,2,9.124,1:14.692,1,9.462,1:14.579,4,9.548,1:15.355
3,9.517,1:24.409,2,9.479,1:24.171,1,9.340,1:23.919,4,9.715,1:25.070
3,10.09,1:34.491,1,9.25,1:33.419,2,10.00,1:33.912,4,10.27,1:35.334
