Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME
1,6.91,6.91,2,7.03,,2,7.03,,4,7.28,7.28,5,7.38,7.38
1,9.04,15.95,3,9.29,,2,9.12,,5,9.13,16.41,4,9.01,16.39
1,8.50,24.45,3,8.45,,2,8.47,,4,8.71,25.12,5,8.85,25.24
1,8.60,33.05,3,8.44,,2,8.45,,4,8.60,33.72,5,8.72,33.96
1,8.86,41.91,4,9.20,,2,9.10,,3,8.65,42.37,5,8.96,42.92
