SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME
1,6.94,6.94,2,7.05,7.05,3,7.37,7.37
1,8.86,15.80,2,8.88,15.93,3,9.30,16.67
1,8.45,24.25,2,8.48,24.41,3,9.01,25.68
1,8.57,32.82,2,8.56,32.97,3,9.19,34.87
1,8.68,41.498,2,8.70,41.666,3,9.45,44.314
