Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME
1,6.86,6.86,3,7.24,7.24,4,7.33,7.33,2,7.07,7.07,5,7.49,7.49
1,9.08,15.94,3,9.11,16.35,4,9.11,16.44,2,9.14,16.21,5,9.23,16.72
1,8.52,24.46,4,8.59,24.94,3,8.49,24.93,2,8.44,24.65,5,8.85,25.57
1,8.72,33.18,4,8.75,33.69,3,8.55,33.48,2,8.56,33.21,5,8.94,34.51
2,9.01,42.189,4,9.11,42.794,3,8.75,42.228,1,8.91,42.115,5,9.13,43.633
