Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,7.35,7.35,4,8.15,8.15,2,7.59,7.59,3,7.69,7.69
1,9.96,17.31,4,10.69,18.84,3,10.18,17.77,2,9.92,17.61
1,9.25,26.56,4,9.95,28.79,3,9.34,27.11,2,9.29,26.90
1,9.56,36.12,4,10.80,39.59,3,9.60,36.71,2,9.43,36.33
1,9.62,45.733,4,10.87,50.459,3,9.82,46.525,2,9.45,45.773
