Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
1,6.83,6.83,3,7.10,7.10,2,6.96,6.96,4,7.19,7.19
1,9.27,16.10,3,9.19,16.29,2,9.25,16.21,4,9.21,16.40
1,8.72,24.82,3,8.75,25.04,2,8.72,24.93,4,8.68,25.08
1,8.81,33.63,3,8.77,33.81,2,8.81,33.74,4,8.81,33.89
1,9.06,42.689,3,9.05,42.856,4,28.73,1:02.463,2,8.94,42.822
