Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME
3,7.72,7.72,2,7.36,7.36,1,7.01,7.01
3,9.56,17.28,2,9.01,16.37,1,8.92,15.93
3,9.25,26.53,2,8.77,25.14,1,8.64,24.57
3,9.44,35.97,2,8.94,34.08,1,8.84,33.41
3,9.85,45.801,2,9.16,43.24,1,8.99,42.40
