Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,7.09,7.09,2,7.25,7.25,3,7.42,7.42
1,9.29,16.38,2,9.32,16.57,3,9.20,16.62
1,8.75,25.13,2,8.77,25.34,3,8.80,25.42
1,8.89,34.02,2,8.84,34.18,3,8.85,34.27
1,9.10,43.12,2,9.01,43.19,3,9.11,43.38
