Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME
1,6.87,6.87,2,6.99,6.99,4,7.36,7.36,5,7.51,7.51,3,7.08,7.08
1,9.13,16.00,2,9.13,16.12,4,9.27,16.63,5,9.22,16.73,3,9.13,16.21
1,8.65,24.65,2,8.65,24.77,5,9.12,25.75,4,8.93,25.66,3,8.58,24.79
1,8.84,33.49,3,8.97,33.74,5,9.42,35.17,4,9.05,34.71,2,8.78,33.57
1,8.93,42.415,3,9.04,42.779,5,9.83,44.993,4,9.17,43.877,2,8.92,42.488
