BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
4,7.64,7.64,1,7.07,7.07,3,7.51,7.51,2,7.49,7.49
4,9.87,17.51,1,8.98,16.05,2,9.19,16.70,3,9.36,16.85
4,8.63,26.14,1,8.64,24.69,2,8.85,25.55,3,8.91,25.76
4,8.53,34.67,1,8.64,33.33,2,8.77,34.32,3,8.72,34.48
4,8.80,43.468,1,8.98,42.303,2,9.10,43.415,3,8.94,43.416
