Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
1,6.78,6.78,4,7.59,7.59,2,6.85,6.85,3,7.25,7.25
1,9.16,15.94,4,10.34,17.93,2,9.17,16.02,3,9.58,16.83
1,8.96,24.90,4,9.95,27.88,2,8.92,24.94,3,9.46,26.29
1,8.99,33.89,4,10.35,38.23,2,8.96,33.90,3,9.40,35.69
2,9.54,43.425,4,10.90,49.129,1,9.17,43.064,3,9.87,45.554
