KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Arno JASPERS POSITION,Arno JASPERS LAP TIME,Arno JASPERS ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
5,13.030,13.030,1,12.510,12.510,4,12.810,12.810,3,12.720,12.720,2,12.660,12.660
4,9.810,22.850,1,10.120,22.630,5,10.360,23.180,2,9.980,22.700,3,10.080,22.740
4,10.010,32.870,3,10.170,32.800,5,9.920,33.100,1,9.860,32.560,2,9.910,32.660
4,9.920,42.790,3,9.970,42.770,5,9.910,43.020,1,10.110,42.670,2,10.100,42.760
2,9.720,52.520,4,10.110,52.890,5,10.070,53.090,1,9.710,52.390,3,9.880,52.640
3,9.690,1:02.220,4,9.930,1:02.820,5,9.750,1:02.850,1,9.650,1:02.050,2,9.520,1:02.170
2,9.700,1:11.920,4,9.250,1:12.080,5,10.180,1:13.030,1,9.770,1:11.820,3,9.770,1:11.940
3,9.860,1:21.790,4,9.850,1:21.940,5,10.510,1:23.540,1,9.780,1:21.600,2,9.820,1:21.770
2,9.980,1:31.770,4,12.140,1:34.080,5,10.710,1:34.260,1,10.060,1:31.660,3,10.010,1:31.780
