Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
4,13.22,13.22,1,13.06,13.06,2,13.14,,3,13.20,13.20,5,13.35,
4,9.97,23.19,3,9.97,23.03,2,9.84,,1,9.72,22.92,5,9.99,
4,9.47,32.66,3,9.51,32.54,1,9.33,,2,9.54,32.46,5,9.46,
4,9.26,41.92,3,9.27,41.81,1,9.27,,2,9.22,41.68,5,9.22,
4,9.07,50.99,3,9.08,50.89,1,9.10,,2,9.10,50.78,5,9.06,
4,9.07,1:00.06,3,9.07,59.96,2,9.22,,1,8.94,59.72,5,9.08,
3,8.94,1:09.00,3,9.04,1:09.00,2,8.97,,1,9.02,1:08.74,5,8.98,
3,15.16,1:24.16,2,9.32,1:18.32,4,19.65,,1,9.34,1:18.08,5,23.41,
3,14.66,1:38.788,2,9.41,1:27.712,5,36.82,,1,9.58,1:27.66,4,23.65,
