Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Burcu KAN POSITION,Burcu KAN LAP TIME,Burcu KAN ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME
2,15.99,15.99,4,16.36,16.36,3,16.33,16.33,1,15.72,15.72
2,10.29,26.28,4,11.40,27.76,3,10.12,26.45,1,10.46,26.18
2,10.15,36.43,4,11.12,38.88,3,10.13,36.58,1,10.18,36.36
2,10.18,46.61,4,11.23,50.11,3,10.16,46.74,1,10.19,46.55
2,10.15,56.76,4,11.31,1:01.42,3,10.15,56.89,1,10.16,56.71
2,10.18,1:06.94,4,11.62,1:13.04,3,10.17,1:07.06,1,10.19,1:06.90
1,9.93,1:16.87,4,12.10,1:25.14,2,9.89,1:16.95,3,10.25,1:17.15
1,10.16,1:27.03,4,13.43,1:38.57,2,10.09,1:27.04,3,10.36,1:27.51
2,10.23,1:37.253,4,12.75,1:51.313,1,9.98,1:37.019,3,10.42,1:37.929
