SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
2,6.732,6.732,1,6.531,6.531,3,6.910,6.910,4,7.180,7.180
2,9.103,15.835,1,8.919,15.450,3,9.125,16.035,4,9.166,16.345
3,8.579,24.413,1,8.774,24.223,2,8.331,24.365,4,8.246,24.591
3,9.033,33.446,1,8.980,33.202,2,8.937,33.302,4,8.938,33.528
4,9.57,43.008,1,9.13,42.329,2,9.13,42.428,3,9.04,42.568
