Marcela HRUZOVA POSITION,Marcela HRUZOVA LAP TIME,Marcela HRUZOVA ELAPSED TIME,Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME
1,14.432,14.432,3,14.712,14.712,2,14.472,14.472,4,14.824,14.824
1,11.100,25.532,2,11.101,25.812,4,11.560,26.031,3,11.120,25.944
1,11.031,36.562,3,11.143,36.955,2,10.663,36.694,4,11.057,37.001
1,10.929,47.490,3,10.782,47.737,2,10.864,47.557,4,10.899,47.899
1,10.619,58.109,3,10.693,58.429,2,10.715,58.272,4,10.744,58.643
1,10.543,1:08.651,3,10.306,1:08.734,2,10.449,1:08.720,4,10.357,1:08.999
3,10.308,1:18.959,1,9.949,1:18.683,2,10.030,1:18.750,4,10.306,1:19.305
3,10.278,1:29.236,1,10.169,1:28.851,2,10.209,1:28.959,4,10.216,1:29.521
3,10.54,1:39.770,2,10.60,1:39.449,1,10.12,1:39.075,4,10.44,1:39.953
