Sara BLEKIC POSITION,Sara BLEKIC LAP TIME,Sara BLEKIC ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
4,8.09,8.09,1,7.63,7.63,2,7.81,7.81,3,8.02,8.02
4,10.43,18.52,1,9.91,17.54,2,9.83,17.64,3,9.77,17.79
4,10.27,28.79,2,9.76,27.30,1,9.34,26.98,3,9.61,27.40
4,10.52,39.31,2,9.44,36.74,1,9.45,36.43,3,9.43,36.83
4,10.82,50.123,2,9.42,46.159,1,9.55,45.977,3,9.42,46.246
