Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.87,6.87,2,7.00,7.00,3,7.16,7.16,4,7.46,7.46
1,8.74,15.61,2,8.66,15.66,3,8.70,15.86,4,8.92,16.38
1,8.27,23.88,2,8.31,23.97,3,8.20,24.06,4,8.42,24.80
1,8.47,32.35,4,31.87,55.84,2,8.40,32.46,3,8.69,33.49
1,8.70,41.045,4,25.34,1:21.180,2,8.61,41.062,3,8.96,42.447
