LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
2,13.40,13.40,4,13.65,13.65,3,13.50,13.50,1,13.22,13.22
1,10.88,24.28,4,10.83,24.48,3,10.94,24.44,2,11.09,24.31
1,10.25,34.53,3,10.33,34.81,2,10.27,34.71,4,10.77,35.08
1,10.15,44.68,3,10.08,44.89,2,10.07,44.78,4,9.99,45.07
1,10.03,54.71,3,10.04,54.93,2,10.03,54.81,4,10.03,55.10
1,9.87,1:04.58,3,9.83,1:04.76,2,9.85,1:04.66,4,9.96,1:05.06
1,10.13,1:14.71,3,10.11,1:14.87,2,10.11,1:14.77,4,10.28,1:15.34
1,10.11,1:24.82,3,10.18,1:25.05,2,10.15,1:24.92,4,10.83,1:26.17
1,10.01,1:34.830,3,10.01,1:35.058,2,9.99,1:34.903,4,11.46,1:37.624
