Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Andrey STARZHINSKIY POSITION,Andrey STARZHINSKIY LAP TIME,Andrey STARZHINSKIY ELAPSED TIME
1,6.94,6.94,3,7.21,7.21,4,7.33,7.33,2,7.07,7.07,5,7.50,7.50
1,9.13,16.07,3,9.12,16.33,4,9.11,16.44,2,9.16,16.23,5,9.27,16.77
1,8.67,24.74,3,8.63,24.96,4,8.59,25.03,2,8.65,24.88,5,9.36,26.13
1,8.80,33.54,4,8.81,33.77,3,8.70,33.73,2,8.75,33.63,5,9.44,35.57
1,8.87,42.405,4,9.04,42.806,2,8.83,42.557,3,9.07,42.694,5,9.79,45.360
