Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.76,6.76,3,7.01,7.01,2,6.86,6.86,4,7.10,7.10,5,7.33,7.33
1,8.80,15.56,3,8.76,15.77,2,8.76,15.62,4,8.78,15.88,5,8.86,16.19
1,8.40,23.96,2,8.31,24.08,3,8.47,24.09,4,8.40,24.28,5,8.52,24.71
1,8.48,32.44,3,8.66,32.74,2,8.55,32.64,4,8.49,32.77,5,8.72,33.43
1,8.64,41.08,3,8.79,41.53,2,8.77,41.41,4,8.99,41.76,5,9.10,42.53
