Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME,Petra VANKOVA POSITION,Petra VANKOVA LAP TIME,Petra VANKOVA ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
1,14.82,14.82,2,14.85,14.85,3,22.31,22.31,5,23.11,23.11,4,22.86,22.86
1,10.98,25.80,2,11.07,25.92,3,13.46,35.77,5,15.44,38.55,4,13.23,36.09
1,10.63,36.43,2,10.64,36.56,3,10.61,46.38,5,11.71,50.26,4,11.08,47.17
1,10.18,46.61,2,10.23,46.79,3,10.37,56.75,5,11.47,1:01.73,4,10.68,57.85
1,10.06,56.67,2,10.08,56.87,3,10.22,1:06.97,5,11.70,1:13.43,4,10.87,1:08.72
1,9.97,1:06.64,2,9.90,1:06.77,3,10.13,1:17.10,5,12.36,1:25.79,4,10.97,1:19.69
1,10.19,1:16.83,2,10.13,1:16.90,3,10.39,1:27.49,5,13.28,1:39.07,4,11.13,1:30.82
1,10.11,1:26.94,2,10.19,1:27.09,3,10.62,1:38.11,5,12.31,1:51.38,4,11.35,1:42.17
1,10.30,1:37.24,2,10.25,1:37.34,3,11.11,1:49.196,5,12.65,2:04.03,4,11.62,1:53.768
