Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,Tereza PFEIFEROVA POSITION,Tereza PFEIFEROVA LAP TIME,Tereza PFEIFEROVA ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME
1,7.25,7.25,2,7.39,7.39,3,7.62,7.62,4,7.78,7.78,5,8.01,8.01
1,9.29,16.54,2,9.30,16.69,3,9.40,17.02,4,9.55,17.33,5,9.38,17.39
1,8.83,25.37,2,8.79,25.48,3,8.81,25.83,5,9.05,26.38,4,8.87,26.26
1,8.88,34.25,2,8.89,34.37,3,8.90,34.73,5,9.03,35.41,4,8.88,35.14
1,9.02,43.27,2,9.00,43.37,3,9.17,43.90,5,9.21,44.62,4,9.05,44.19
