START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
3,9.48,9.48,5,9.97,9.97,4,9.71,9.71,2,9.46,9.46,1,9.24,9.24,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
3,13.31,22.79,5,13.14,23.12,4,13.20,22.91,2,13.18,22.64,1,13.18,22.43,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
3,11.51,34.31,5,11.47,34.59,4,11.48,34.40,1,11.10,33.75,2,11.63,34.06,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
4,11.01,45.33,5,10.89,45.49,3,10.82,45.22,1,11.26,45.01,2,10.99,45.06,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
4,11.47,56.80,5,11.39,56.88,3,11.57,56.79,1,11.35,56.37,2,11.36,56.43,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
3,11.14,1:07.95,5,11.19,1:08.08,4,11.16,1:07.96,2,11.37,1:07.74,1,11.21,1:07.65,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
2,10.26,1:18.21,5,10.45,1:18.53,4,10.44,1:18.41,3,10.56,1:18.30,1,10.37,1:18.02,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
4,10.38,1:28.60,5,10.31,1:28.85,3,10.15,1:28.57,2,10.11,1:28.41,1,10.20,1:28.23,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
4,10.29,1:38.89,5,10.16,1:39.01,3,10.17,1:38.75,2,10.19,1:38.61,1,10.20,1:38.43,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
3,9.36,1:48.25,5,9.52,1:48.54,4,9.67,1:48.42,2,9.60,1:48.22,1,9.34,1:47.78,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
2,8.92,1:57.17,5,8.93,1:57.47,3,8.97,1:57.40,4,9.18,1:57.40,1,9.07,1:56.86,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
2,9.11,2:06.29,3,8.84,2:06.32,5,9.32,2:06.72,4,9.23,2:06.64,1,8.99,2:05.86,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
3,8.91,2:15.20,2,8.73,2:15.05,4,8.59,2:15.32,5,9.36,2:16.00,1,9.04,2:14.90,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
2,9.18,2:24.374,1,9.30,2:24.350,4,10.39,2:25.702,5,9.73,2:25.728,3,9.53,2:24.426,2008-2009,"2009 ISU World Championships, Austria",1500M,m,Heats,4
