WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,JUNG Ba-Ra POSITION,JUNG Ba-Ra LAP TIME,JUNG Ba-Ra ELAPSED TIME
1,13.06,13.06,3,13.31,13.31,2,13.17,13.17,4,13.37,13.37
1,9.76,22.82,4,9.87,23.18,3,9.91,23.08,2,9.52,22.90
2,9.91,32.73,4,9.77,32.95,3,9.72,32.81,1,9.81,32.71
1,9.89,42.63,4,10.00,42.96,3,10.01,42.82,2,10.09,42.80
1,9.60,52.24,4,9.65,52.62,2,9.50,52.32,3,9.69,52.50
1,9.49,1:01.73,3,9.46,1:02.08,2,9.45,1:01.77,4,9.59,1:02.10
1,9.83,1:11.57,4,9.97,1:12.06,2,9.91,1:11.68,3,9.74,1:11.85
1,9.80,1:21.38,4,9.84,1:21.90,2,9.75,1:21.44,3,9.91,1:21.76
1,10.03,1:31.401,4,10.31,1:32.208,2,10.36,1:31.799,3,10.39,1:32.145
