KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
2,6.974,6.974,1,6.813,6.813,3,7.046,7.046,4,7.277,7.277
2,9.021,15.996,1,9.116,15.929,3,9.214,16.259,4,9.223,16.499
1,8.626,24.621,2,8.699,24.628,3,8.630,24.889,4,8.544,25.044
1,8.682,33.303,2,8.819,33.447,3,8.858,33.747,4,8.866,33.910
1,8.898,42.201,2,8.903,42.350,3,8.851,42.598,4,8.771,42.681
