BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Minto SEKAI POSITION,Minto SEKAI LAP TIME,Minto SEKAI ELAPSED TIME
1,6.97,6.97,2,7.16,7.16,3,7.42,7.42,4,7.43,7.43
1,9.19,16.16,2,9.07,16.23,4,9.29,16.71,3,9.13,16.56
1,8.65,24.81,2,8.67,24.90,4,8.84,25.55,3,8.68,25.24
1,8.82,33.63,2,8.81,33.71,4,9.11,34.66,3,8.65,33.89
2,9.04,42.669,1,8.86,42.567,4,9.49,44.141,3,8.84,42.721
