BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME
1,7.10,7.10,3,7.45,7.45,2,7.20,7.20,4,7.59,7.59
1,9.13,16.23,3,9.32,16.77,2,9.15,16.35,4,9.18,16.77
1,8.72,24.95,4,9.13,25.90,2,8.66,25.01,3,8.93,25.70
1,8.76,33.71,4,9.17,35.07,2,8.77,33.78,3,9.06,34.76
1,8.92,42.624,4,9.44,44.505,2,8.97,42.750,3,9.25,44.002
