Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.78,6.78,2,6.92,6.92,4,7.27,7.27,3,7.11,7.11
1,8.79,15.57,2,8.74,15.66,4,9.01,16.28,3,8.81,15.92
1,8.39,23.96,2,8.40,24.06,4,8.46,24.74,3,8.41,24.33
1,8.52,32.48,2,8.50,32.56,4,8.56,33.30,3,8.53,32.86
1,8.70,41.180,2,8.63,41.190,4,8.84,42.133,3,8.83,41.683
