HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.68,6.68,2,6.78,6.78,4,7.01,7.01,3,6.93,6.93,5,7.15,7.15
1,8.76,15.44,2,8.75,15.53,4,8.78,15.79,3,8.71,15.64,5,8.81,15.96
1,8.14,23.58,2,8.15,23.68,4,8.11,23.90,3,8.14,23.78,5,8.19,24.15
1,8.25,31.83,2,8.24,31.92,4,8.19,32.09,3,8.26,32.04,5,9.09,33.24
1,8.47,40.294,2,8.55,40.471,4,16.40,48.488,0,,PEN,3,9.50,42.735
