HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,LEE Seongwoo POSITION,LEE Seongwoo LAP TIME,LEE Seongwoo ELAPSED TIME,ROES Sven POSITION,ROES Sven LAP TIME,ROES Sven ELAPSED TIME,ZHANG Tianyi POSITION,ZHANG Tianyi LAP TIME,ZHANG Tianyi ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,13.23,13.23,3,13.47,13.47,5,13.81,13.81,2,13.34,13.34,4,13.64,13.64
2,10.27,23.50,4,10.29,23.76,5,10.17,23.98,1,10.10,23.44,3,9.94,23.58
1,9.48,32.98,4,9.65,33.41,5,9.55,33.53,2,9.76,33.20,3,9.67,33.25
2,9.45,42.43,4,9.20,42.61,5,9.31,42.84,3,9.38,42.58,1,9.06,42.31
2,8.96,51.39,4,9.12,51.73,5,9.07,51.91,3,9.05,51.63,1,9.01,51.32
2,8.80,1:00.19,3,8.51,1:00.24,5,8.61,1:00.52,4,8.68,1:00.31,1,8.71,1:00.03
1,8.66,1:08.85,3,8.77,1:09.01,5,8.68,1:09.20,4,8.71,1:09.02,2,8.97,1:09.00
1,9.02,1:17.87,3,9.09,1:18.10,5,9.27,1:18.47,2,9.06,1:18.08,4,9.44,1:18.44
1,9.37,1:27.247,3,9.30,1:27.408,4,9.07,1:27.548,2,9.20,1:27.281,5,9.54,1:27.988
