Maxime FORTIN POSITION,Maxime FORTIN LAP TIME,Maxime FORTIN ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,CHEN Shangpeng POSITION,CHEN Shangpeng LAP TIME,CHEN Shangpeng ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME
1,12.666,12.666,2,12.794,12.794,3,12.844,12.844,4,13.264,13.264
1,9.966,22.632,3,10.198,22.992,2,10.002,22.846,4,9.892,23.156
1,10.069,32.701,3,10.102,33.094,2,9.956,32.802,4,10.011,33.167
1,9.712,42.413,4,10.121,43.214,2,9.929,42.730,3,9.713,42.880
1,9.312,51.724,2,8.555,51.769,3,9.174,51.904,4,9.256,52.136
1,9.019,1:00.743,4,9.455,1:01.224,3,9.316,1:01.220,2,9.080,1:01.215
1,9.115,1:09.859,2,8.770,1:09.995,4,9.309,1:10.529,3,9.180,1:10.395
1,9.259,1:19.117,3,9.437,1:19.431,4,9.207,1:19.736,2,8.942,1:19.338
1,9.447,1:28.565,3,9.245,1:28.676,4,9.909,1:29.646,2,9.240,1:28.578
