Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
3,7.150,7.150,1,6.880,6.880,2,7.130,7.130,4,7.180,7.180
3,9.300,16.450,1,9.270,16.150,4,9.550,16.680,2,9.010,16.190
3,9.020,25.480,1,8.860,25.020,4,28.160,44.840,2,8.880,25.070
3,9.310,34.790,1,9.230,34.250,4,14.540,59.380,2,9.250,34.330
3,9.540,44.330,1,9.480,43.740,4,12.770,1:12.160,2,9.450,43.780
