START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,13.58,13.58,3,13.91,13.91,2,13.68,13.68,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,10.02,23.60,3,9.97,23.88,2,10.04,23.72,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.74,33.34,3,9.69,33.57,2,9.73,33.45,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.52,42.86,3,9.50,43.07,2,9.49,42.94,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.42,52.28,3,9.53,52.60,2,9.54,52.48,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.42,1:01.70,3,9.37,1:01.97,2,9.36,1:01.84,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.17,1:10.87,3,9.19,1:11.16,2,9.18,1:11.02,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.12,1:19.99,3,9.06,1:20.22,2,9.11,1:20.13,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.30,1:29.29,3,9.27,1:29.49,2,9.24,1:29.37,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.31,1:38.60,3,9.31,1:38.80,2,9.31,1:38.68,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.12,1:47.72,3,9.22,1:48.02,2,9.20,1:47.88,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.13,1:56.85,2,9.05,1:57.07,3,20.10,2:07.98,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,9.09,2:05.94,2,8.94,2:06.01,3,8.50,2:16.48,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.77,2:14.71,2,8.82,2:14.83,3,8.41,2:24.89,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.65,2:23.36,2,8.64,2:23.47,,,,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.76,2:32.12,2,8.70,2:32.17,3,,2:33.28,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.60,2:40.72,2,8.69,2:40.86,3,8.42,2:41.70,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.56,2:49.28,2,8.55,2:49.41,3,8.36,2:50.06,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.60,2:57.88,2,8.56,2:57.97,3,8.54,2:58.60,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.63,3:06.51,2,8.63,3:06.60,3,8.50,3:07.10,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.68,3:15.19,2,8.72,3:15.32,3,8.52,3:15.62,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.58,3:23.77,2,8.58,3:23.90,3,8.47,3:24.09,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
1,8.46,3:32.23,2,8.47,3:32.37,3,8.43,3:32.52,2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4
