Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
2,12.680,12.680,1,12.630,12.630,3,12.910,12.910,4,12.950,12.950
1,9.940,22.630,2,10.050,22.680,3,9.920,22.840,4,10.000,22.960
3,9.840,32.480,2,9.680,32.360,4,9.760,32.610,1,9.330,32.290
2,9.330,41.810,3,9.480,41.840,4,9.310,41.920,1,9.440,41.730
2,9.640,51.460,3,9.720,51.570,4,9.670,51.590,1,9.650,51.390
2,9.750,1:01.210,3,9.680,1:01.250,4,9.730,1:01.320,1,9.720,1:01.110
3,9.400,1:10.620,2,9.330,1:10.590,4,9.350,1:10.680,1,9.360,1:10.470
2,9.320,1:19.950,3,9.400,1:19.990,4,9.390,1:20.070,1,9.270,1:19.750
2,9.410,1:29.360,4,9.500,1:29.490,1,9.260,1:29.340,3,9.650,1:29.400
