Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.890,6.890,2,7.010,7.010,3,7.500,7.500
1,9.180,16.080,2,9.230,16.240,3,9.220,16.730
1,8.690,24.770,2,8.620,24.860,3,8.960,25.690
1,8.970,33.740,2,9.110,33.970,3,9.120,34.810
1,9.280,43.030,2,9.050,43.030,3,9.690,44.510
