VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME
2,13.33,13.33,3,13.44,13.44,1,13.21,13.21,4,13.61,13.61
2,10.61,23.94,3,10.59,24.03,1,10.64,23.85,4,10.55,24.16
2,10.19,34.13,3,10.21,34.24,1,10.12,33.97,4,10.24,34.40
2,10.07,44.20,3,10.07,44.31,1,10.09,44.06,4,10.00,44.40
2,9.82,54.02,3,9.80,54.11,1,9.84,53.90,4,9.88,54.28
2,9.79,1:03.81,3,9.80,1:03.91,1,9.79,1:03.69,4,9.74,1:04.02
2,9.90,1:13.71,4,10.10,1:14.01,1,9.86,1:13.55,3,9.91,1:13.93
2,9.76,1:23.47,4,10.50,1:24.51,1,9.89,1:23.44,3,9.58,1:23.51
3,10.89,1:34.353,4,11.02,1:35.525,2,10.27,1:33.707,1,10.17,1:33.671
