Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
1,7.02,7.02,2,7.21,7.21,3,7.56,7.56,4,7.77,7.77,5,7.94,7.94
1,9.20,16.22,2,9.39,16.60,3,9.28,16.84,4,9.29,17.06,5,9.63,17.57
1,8.78,25.00,2,8.93,25.53,3,8.72,25.56,4,8.68,25.74,5,9.18,26.75
1,9.01,34.01,4,9.26,34.79,2,8.79,34.35,3,8.88,34.62,5,9.43,36.18
1,9.33,43.34,4,9.50,44.29,2,9.04,43.39,3,9.18,43.80,5,10.00,46.182
