Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
1,7.23,7.23,2,7.40,7.40,3,7.56,7.56,4,7.73,7.73,5,7.89,7.89
1,9.31,16.54,2,9.26,16.66,3,9.29,16.85,4,9.38,17.11,5,9.38,17.27
1,8.76,25.30,2,8.72,25.38,3,8.77,25.62,4,8.92,26.03,5,8.99,26.26
1,8.87,34.17,2,8.90,34.28,3,8.85,34.47,4,9.01,35.04,5,9.11,35.37
1,9.16,43.33,2,9.12,43.40,3,9.01,43.48,4,9.27,44.310,5,9.41,44.780
