HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME
1,6.77,6.77,2,7.03,7.03,4,7.53,7.53,3,7.14,7.14
1,8.79,15.56,2,8.85,15.88,4,9.38,16.91,3,8.85,15.99
1,8.34,23.90,2,8.42,24.30,4,9.08,25.99,3,8.44,24.43
1,8.38,32.28,2,8.57,32.87,4,9.24,35.23,3,8.53,32.96
1,8.57,40.85,3,9.18,42.05,4,9.64,44.87,2,8.78,41.74
