Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Andrej VALACH POSITION,Andrej VALACH LAP TIME,Andrej VALACH ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
1,13.59,13.59,2,13.72,13.72,4,13.99,13.99,3,13.86,13.86
1,10.89,24.48,2,10.82,24.54,4,10.80,24.79,3,10.81,24.67
1,10.58,35.06,2,10.62,35.16,4,10.61,35.40,3,10.60,35.27
1,10.41,45.47,2,10.38,45.54,4,10.35,45.75,3,10.37,45.64
1,10.15,55.62,2,10.17,55.71,4,10.14,55.89,3,10.15,55.79
1,9.65,1:05.27,2,9.65,1:05.36,4,9.72,1:05.61,3,9.68,1:05.47
1,9.32,1:14.59,2,9.31,1:14.67,4,9.32,1:14.93,3,9.31,1:14.78
1,9.21,1:23.80,2,9.22,1:23.89,4,9.32,1:24.25,3,9.31,1:24.09
1,9.41,1:33.204,2,9.32,1:33.205,3,9.64,1:33.885,4,10.09,1:34.176
