DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,GAGNON Claudia POSITION,GAGNON Claudia LAP TIME,GAGNON Claudia ELAPSED TIME,Danielle AMOS POSITION,Danielle AMOS LAP TIME,Danielle AMOS ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,IVANDIC Danijela POSITION,IVANDIC Danijela LAP TIME,IVANDIC Danijela ELAPSED TIME
1,14.77,14.77,3,14.95,14.95,4,15.06,15.06,2,14.85,14.85,5,15.25,15.25
3,11.97,26.74,4,11.87,26.82,2,11.57,26.63,1,11.68,26.53,5,11.65,26.90
3,10.55,37.29,4,10.61,37.43,2,10.63,37.26,1,10.63,37.16,5,10.61,37.51
2,9.91,47.20,3,9.86,47.29,4,10.21,47.47,1,9.94,47.10,5,10.06,47.57
2,9.79,56.99,3,9.82,57.11,4,9.76,57.23,1,9.77,56.87,5,9.78,57.35
3,9.67,1:06.66,2,9.47,1:06.58,4,9.67,1:06.90,1,9.59,1:06.46,5,9.96,1:07.31
3,9.42,1:16.08,2,9.40,1:15.98,4,9.90,1:16.80,1,9.41,1:15.87,5,10.52,1:17.83
3,9.41,1:25.49,2,9.40,1:25.38,4,10.50,1:27.30,1,9.45,1:25.32,5,11.30,1:29.13
2,9.40,1:34.89,3,9.53,1:34.91,4,11.19,1:38.49,1,9.49,1:34.81,5,11.82,1:40.95
