Pietro MARINELLI POSITION,Pietro MARINELLI LAP TIME,Pietro MARINELLI ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,Michal CUJA POSITION,Michal CUJA LAP TIME,Michal CUJA ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
4,7.35,7.35,5,7.73,7.73,2,7.18,7.18,1,6.95,6.95,3,7.30,7.30
2,9.41,16.76,5,10.13,17.86,4,9.59,16.77,1,9.00,15.95,2,9.46,16.76
2,8.80,25.56,5,9.63,27.49,4,9.21,25.98,1,8.59,24.54,3,8.91,25.67
3,9.12,34.68,5,9.66,37.15,4,9.36,35.34,1,8.73,33.27,2,8.81,34.48
3,9.09,43.77,5,10.15,47.30,4,9.59,44.93,1,8.87,42.14,2,9.04,43.52
