LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME,Miwako YAMAURA POSITION,Miwako YAMAURA LAP TIME,Miwako YAMAURA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME
4,7.97,7.97,3,7.82,7.82,2,7.68,7.68,1,7.59,7.59
3,10.20,18.17,4,10.35,18.17,1,9.82,17.50,2,10.20,17.79
4,10.02,28.19,3,9.14,27.31,2,9.42,26.92,1,8.97,26.76
4,10.05,38.24,1,9.11,36.42,2,9.52,36.44,3,10.02,36.78
4,10.38,48.611,2,9.70,46.116,1,9.48,45.914,3,10.03,46.808
