Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME
2,7.63,7.63,1,7.37,7.37,4,8.15,8.15,3,7.83,7.83
2,9.69,17.32,1,9.72,17.09,4,10.09,18.24,3,10.08,17.91
1,9.10,26.42,2,9.33,26.42,4,9.41,27.65,3,9.43,27.34
2,10.07,36.49,1,9.73,36.15,4,9.38,37.03,3,9.52,36.86
2,9.72,46.202,1,10.00,46.147,4,9.72,46.745,3,9.79,46.649
