UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
4,14.36,14.36,2,14.12,14.12,3,14.23,14.23,1,14.03,14.03
4,10.13,24.49,2,10.17,24.29,3,10.16,24.39,1,10.11,24.14
4,9.67,34.16,2,9.66,33.95,3,9.63,34.02,1,9.72,33.86
4,9.67,43.83,2,9.70,43.65,3,9.71,43.73,1,9.70,43.56
4,9.67,53.50,2,9.65,53.30,3,9.66,53.39,1,9.66,53.22
4,9.69,1:03.19,1,9.49,1:02.79,2,9.60,1:02.99,3,9.83,1:03.05
4,9.86,1:13.05,1,9.48,1:12.27,2,9.29,1:12.28,3,9.87,1:12.92
4,10.11,1:23.16,2,9.62,1:21.89,1,9.44,1:21.72,3,10.14,1:23.06
4,10.57,1:33.714,2,9.63,1:31.500,1,9.72,1:31.427,3,10.43,1:33.470
