Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Gianluigi NOVER POSITION,Gianluigi NOVER LAP TIME,Gianluigi NOVER ELAPSED TIME,Thomas PEARCE POSITION,Thomas PEARCE LAP TIME,Thomas PEARCE ELAPSED TIME
1,13.49,13.49,2,13.59,13.59,4,13.79,13.79,3,13.69,13.69
1,10.96,24.45,2,10.87,24.46,4,10.87,24.67,3,10.85,24.54
1,9.69,34.14,3,9.88,34.35,2,9.55,34.22,4,9.86,34.41
1,10.01,44.16,3,10.02,44.37,2,10.06,44.29,4,10.02,44.43
1,9.98,54.14,3,10.00,54.38,2,9.88,54.17,4,10.02,54.46
2,9.66,1:03.81,4,9.73,1:04.11,1,9.58,1:03.75,3,9.56,1:04.03
1,9.42,1:13.23,4,9.52,1:13.64,2,9.56,1:13.32,3,9.35,1:13.38
1,9.55,1:22.78,3,9.45,1:23.09,2,9.63,1:22.95,4,9.70,1:23.09
1,9.53,1:32.307,3,9.31,1:32.396,2,9.40,1:32.344,4,9.90,1:32.986
